@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 8 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute -0.512density+0.437alcohol-0.427residualsugar-0.407totalsulfur-0.3freesulfur... numeric
@attribute '-0.588fixedacid+0.581pH-0.345citricacid+0.29 freesulfur+0.244totalsulfur...' numeric
@attribute -0.591volacid+0.504citricacid+0.433sulphates+0.279freesulfur-0.214residualsugar... numeric
@attribute -0.711chlorides-0.442sulphates+0.306freesulfur-0.274volacid+0.274residualsugar... numeric
@attribute 0.643volacid+0.401sulphates+0.337alcohol-0.329chlorides+0.293totalsulfur... numeric
@attribute -0.494freesulfur+0.481sulphates-0.396chlorides+0.328density+0.289residualsugar... numeric
@attribute -0.705citricacid-0.427pH+0.309sulphates-0.269volacid-0.213residualsugar... numeric
@attribute '-0.588fixedacid-0.534pH+0.388residualsugar+0.27 sulphates-0.247totalsulfur...' numeric
@attribute 0.621alcohol+0.409residualsugar+0.394chlorides+0.331fixedacid+0.261pH... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
-2.079933,0.838879,-0.206426,0.428131,-0.073769,-0.697993,1.056252,-0.434883,-0.581387,5,cluster5
-2.079933,0.838879,-0.206426,0.428131,-0.073769,-0.697993,1.056252,-0.434883,-0.581387,5,cluster5
-2.865552,0.845006,-0.488881,0.848008,0.083015,0.242753,0.432704,0.329457,0.360883,5,cluster5
-2.828734,0.50959,-0.831697,0.503821,0.363099,-0.006803,0.780426,-0.122209,-0.188597,5,cluster5
-2.744616,1.114399,-1.49013,-0.136284,2.167994,-0.614156,-0.578048,-0.304174,-0.263566,5,cluster5
-0.053446,0.65081,0.270543,0.821527,0.483425,0.850016,-0.806879,0.424815,1.452397,6,cluster1
0.914198,0.93081,0.141715,-0.62587,-0.651506,-0.35741,-0.317434,0.307161,-0.596064,4,cluster8
-1.984304,-0.139299,0.481558,0.674404,-0.965778,0.074977,-0.995698,0.535154,-0.807264,5,cluster7
1.347599,0.613903,-1.168834,-2.320595,1.961002,1.775941,-0.33216,-0.105227,-0.723855,5,cluster4
0.254932,1.314215,0.23595,-2.059382,1.294345,0.808155,0.618686,0.221985,-1.569374,6,cluster4
1.435806,0.482749,-1.467367,0.828834,-1.761412,1.074683,-0.991289,0.478639,-0.007696,5,cluster8
1.422829,0.367266,1.56718,-0.259908,-0.210364,0.374535,0.025483,-0.204332,0.097035,7,cluster8
0.270088,0.745919,0.235717,0.341798,-2.103771,0.233962,-0.350904,-1.203216,0.304777,6,cluster8
-0.992935,1.704761,-0.684575,1.005131,-0.986503,-0.427272,-0.160129,-0.071649,-0.197297,5,cluster8
-2.408239,2.093439,-0.934077,1.300361,-0.583258,0.32657,-0.453364,0.641969,0.467765,5,cluster6
-0.307881,-1.19809,-0.021621,1.414352,-0.058555,-1.035159,0.098035,-0.292408,0.134658,5,cluster2
-1.926688,-0.087997,-3.221208,-1.825938,2.377024,-0.219776,0.436808,0.142805,-0.656572,6,cluster4
1.927899,0.792568,-0.020328,0.552249,-0.4426,-0.170459,0.100575,-0.257797,-0.231916,7,cluster8
0.402396,1.021051,0.263789,0.116135,-1.549387,-0.148411,-0.199041,-1.526496,-0.810092,6,cluster8
0.978691,1.626642,-1.301162,-1.113713,1.135298,0.001073,-0.271556,-0.785118,-0.495884,6,cluster4
-2.707826,0.091012,-0.501639,0.825785,-1.14642,1.075713,-1.378915,-0.335793,0.448149,5,cluster6
-0.256821,1.987959,1.182,-0.112307,-0.818559,-0.234146,-0.166077,-1.499367,-0.334632,6,cluster8
-3.152005,1.190739,0.747594,0.950698,0.85912,-0.793469,0.723691,-0.689055,-0.500221,6,cluster5
-0.256821,1.987959,1.182,-0.112307,-0.818559,-0.234146,-0.166077,-1.499367,-0.334632,6,cluster8
-2.707826,0.091012,-0.501639,0.825785,-1.14642,1.075713,-1.378915,-0.335793,0.448149,5,cluster6
-0.961973,1.504979,-3.783293,-1.345742,1.087169,0.610595,-0.205964,-1.165234,-0.057792,4,cluster4
-1.814049,-0.165878,0.612507,-0.013328,0.555648,0.604233,-0.421842,-1.866903,0.205804,6,cluster5
-3.04687,-0.155087,0.049035,0.641117,-0.383866,-0.39392,0.096355,0.161743,0.135617,6,cluster5
-3.04687,-0.155087,0.049035,0.641117,-0.383866,-0.39392,0.096355,0.161743,0.135617,6,cluster5
-3.04687,-0.155087,0.049035,0.641117,-0.383866,-0.39392,0.096355,0.161743,0.135617,6,cluster5
-3.04687,-0.155087,0.049035,0.641117,-0.383866,-0.39392,0.096355,0.161743,0.135617,6,cluster5
-1.34988,2.259396,-0.305325,0.011815,-0.314599,2.380157,-0.279486,-0.094677,0.621868,6,cluster5
-2.809015,0.638889,-0.99994,0.523902,0.113808,0.263313,0.447792,-0.654102,0.095192,5,cluster5
0.476093,-1.040383,-0.744179,0.240729,0.224788,1.188394,0.425749,-0.225992,0.179414,5,cluster2
-2.047687,-0.687175,-0.328641,-0.205541,0.354583,0.174002,-1.67331,0.306097,-1.065253,5,cluster7
0.382767,2.032882,2.304883,-1.051966,1.048312,0.830816,0.396736,-0.272219,-0.594901,6,cluster3
2.123055,0.086854,1.014747,0.142967,0.785176,0.246494,0.911074,0.336918,0.346268,7,cluster3
2.681932,0.090202,-0.498453,0.501017,-1.594975,0.196733,-0.270728,0.088799,-0.624432,7,cluster8
0.261996,1.430431,-2.279636,0.045618,-0.132396,1.328102,-0.466925,-0.358881,0.061059,5,cluster4
-3.000472,-0.960079,-0.791331,-0.020327,0.239749,0.204507,1.4308,-0.318369,1.476446,3,cluster5
-2.047687,-0.687175,-0.328641,-0.205541,0.354583,0.174002,-1.67331,0.306097,-1.065253,5,cluster7
2.497128,0.887495,0.409753,-0.073026,-0.861386,0.764821,-2.198084,-0.49214,-0.103856,3,cluster8
-0.036282,0.861327,0.622467,-0.690754,-0.735425,-0.547278,-0.009668,0.194044,-1.356854,6,cluster8
1.680924,-0.037881,-1.26844,-0.075117,-0.305933,0.6685,-0.915489,-0.039581,-0.239058,7,cluster8
1.680924,-0.037881,-1.26844,-0.075117,-0.305933,0.6685,-0.915489,-0.039581,-0.239058,7,cluster8
2.932851,-0.248145,-1.142195,-0.341196,-0.678764,-0.093519,-1.575844,0.068201,-0.737501,4,cluster8
0.370292,0.054196,0.807277,0.415112,-1.690383,0.162657,-0.161242,-0.529658,0.376842,6,cluster8
-3.08128,-1.051117,-0.935614,0.818929,-0.147355,0.958918,-0.286766,1.415959,-0.260293,5,cluster6
0.498901,-1.179352,-0.885978,0.500097,-0.948454,0.463485,-1.118715,-0.073678,-0.302128,5,cluster8
-3.255025,0.459364,0.781412,0.581557,1.275677,-0.323779,0.346712,0.385298,-0.052327,6,cluster5
-3.08128,-1.051117,-0.935614,0.818929,-0.147355,0.958918,-0.286766,1.415959,-0.260293,5,cluster6
-1.338037,0.704827,-0.686178,-0.406274,-0.013647,0.42288,0.237878,-0.652417,-0.300148,6,cluster5
0.240193,2.796849,-2.747448,-0.852222,1.373369,0.444577,0.200758,0.139873,-0.809155,5,cluster4
0.234555,2.776599,-2.805926,-0.892507,1.360247,0.468768,0.172579,0.179326,-0.764771,6,cluster4
-1.338037,0.704827,-0.686178,-0.406274,-0.013647,0.42288,0.237878,-0.652417,-0.300148,6,cluster5
0.264147,2.828966,-2.880713,-0.984617,1.475156,0.467049,0.165651,0.282079,-0.870727,5,cluster4
-1.421001,1.363914,-1.005506,0.796834,-1.322543,0.110831,-0.475893,0.286686,0.09295,5,cluster6
-2.935424,0.015585,1.437453,0.025962,1.302549,-0.564015,-0.264839,0.595345,-0.787141,5,cluster7
-1.382379,0.358006,1.180115,0.25511,-0.142946,-0.016083,0.209927,0.60328,-0.282605,6,cluster5
-1.356395,0.279875,1.149539,0.240597,-0.014894,0.122427,0.203434,0.573224,-0.276399,6,cluster5
1.666386,-2.828635,-0.012598,-0.651886,-0.2373,0.469123,0.644452,0.556455,-0.733086,5,cluster2
1.798841,-1.316791,-0.65181,-0.665897,-0.322408,0.252188,0.137487,0.445679,-0.719606,4,cluster2
1.740345,-0.45,1.310717,-0.988106,1.170275,1.06508,-0.926532,0.573576,0.404145,7,cluster3
2.32136,-0.850829,0.201715,0.615381,-0.041444,-0.535321,-0.450671,-0.13892,0.49922,8,cluster1
1.473076,0.299661,1.561005,-0.565776,0.901449,-0.155247,-1.783102,1.0565,0.099762,8,cluster1
-2.761683,0.899325,-0.810749,0.36061,0.338243,0.086201,-0.143895,0.234721,0.23384,5,cluster5
-1.805511,-0.01399,-0.70307,-0.074068,0.105475,-0.455204,1.023705,-0.490321,-0.53808,5,cluster5
-2.469888,1.030434,-0.226997,0.466779,0.050855,0.198198,-0.28069,0.481,0.444141,6,cluster5
-3.034307,-0.643153,0.050083,0.429067,-0.228148,-0.195329,0.399664,0.633144,-0.127142,7,cluster6
-3.034307,-0.643153,0.050083,0.429067,-0.228148,-0.195329,0.399664,0.633144,-0.127142,7,cluster6
-3.034307,-0.643153,0.050083,0.429067,-0.228148,-0.195329,0.399664,0.633144,-0.127142,7,cluster6
0.046133,2.286815,1.043789,0.76706,-1.128498,-0.152625,-0.568082,-0.66431,0.391566,6,cluster8
-4.084159,-0.903908,-0.539625,0.564871,-0.038477,-0.200867,-0.163271,0.927813,0.529019,5,cluster6
-0.168547,2.020552,-0.047365,-0.600797,-0.044802,1.549223,0.097101,-0.479805,-0.11885,7,cluster8
0.13231,1.60342,-0.072713,-0.753044,0.104327,-0.059923,0.131177,-1.010907,-1.015345,6,cluster4
-2.431105,-2.030714,0.926403,-0.87852,1.466476,0.493944,-1.765769,-0.172058,-0.647532,5,cluster7
-0.890139,0.62935,2.647055,0.646226,1.079856,-1.424877,0.461699,0.046864,0.290187,7,cluster5
-1.94552,-0.374482,1.130854,1.081361,-0.432325,-0.349435,-0.189885,0.008558,0.656699,6,cluster5
1.799706,1.90077,-1.400602,-1.548594,0.569952,0.384366,1.930507,0.32707,0.378055,6,cluster4
1.036796,1.595409,-0.293689,-0.079026,-0.190609,-1.266302,0.353149,-0.504979,0.012579,6,cluster8
-0.784277,0.17018,-1.389145,-0.220692,0.50897,-0.664693,0.20322,-0.847862,0.078787,6,cluster4
-0.767377,0.232633,-1.541999,-0.328038,0.578234,-0.68503,0.120664,-0.793957,0.015084,5,cluster4
0.774733,0.460711,-0.864149,0.328311,-0.083305,-0.210324,-0.110715,0.007563,-0.61884,7,cluster4
0.541681,0.680427,-0.683372,0.517769,-0.117461,-0.482829,0.030983,-0.11643,-0.542061,6,cluster8
