@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.EM -I 100 -N 8 -X 10 -max -1 -ll-cv 1.0E-6 -ll-iter 1.0E-6 -M 1.0E-6 -K 10 -num-slots 1 -S 100-weka.filters.unsupervised.instance.RemovePercentage-P70.0-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute -0.512density+0.437alcohol-0.427residualsugar-0.407totalsulfur-0.3freesulfur... numeric
@attribute '-0.588fixedacid+0.581pH-0.345citricacid+0.29 freesulfur+0.244totalsulfur...' numeric
@attribute -0.591volacid+0.504citricacid+0.433sulphates+0.279freesulfur-0.214residualsugar... numeric
@attribute -0.711chlorides-0.442sulphates+0.306freesulfur-0.274volacid+0.274residualsugar... numeric
@attribute 0.643volacid+0.401sulphates+0.337alcohol-0.329chlorides+0.293totalsulfur... numeric
@attribute -0.494freesulfur+0.481sulphates-0.396chlorides+0.328density+0.289residualsugar... numeric
@attribute -0.705citricacid-0.427pH+0.309sulphates-0.269volacid-0.213residualsugar... numeric
@attribute '-0.588fixedacid-0.534pH+0.388residualsugar+0.27 sulphates-0.247totalsulfur...' numeric
@attribute 0.621alcohol+0.409residualsugar+0.394chlorides+0.331fixedacid+0.261pH... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
1.008815,0.388115,-4.601972,-1.603767,0.517054,-0.469602,0.32361,-0.45067,-1.799696,4,cluster4
-2.122692,0.906953,0.00988,0.281493,0.306126,-0.391407,0.944126,0.177883,-0.88714,4,cluster3
-2.220871,0.87764,0.058153,0.097297,0.313065,-0.463151,1.024199,0.153765,-0.7541,6,cluster3
-3.032714,0.063899,-0.155669,-4.141551,-2.125407,-5.024622,0.644994,1.011313,1.291553,6,cluster6
-2.828734,0.50959,-0.831697,0.503821,0.363099,-0.006803,0.780426,-0.122209,-0.188597,5,cluster3
-0.781412,-0.309721,-0.154271,0.923466,-1.711986,0.040994,-0.0378,-0.540357,-0.098788,5,cluster5
-1.757786,-4.849293,1.244565,-1.593881,1.943606,0.291723,-2.405395,-1.093949,-0.443464,4,cluster7
-0.781412,-0.309721,-0.154271,0.923466,-1.711986,0.040994,-0.0378,-0.540357,-0.098788,5,cluster5
1.927899,0.792568,-0.020328,0.552249,-0.4426,-0.170459,0.100575,-0.257797,-0.231916,7,cluster2
-0.403361,-1.144966,-0.189255,1.314251,0.278162,-1.121065,0.067181,-0.254765,0.067397,5,cluster2
-0.992935,1.704761,-0.684575,1.005131,-0.986503,-0.427272,-0.160129,-0.071649,-0.197297,5,cluster5
-0.403361,-1.144966,-0.189255,1.314251,0.278162,-1.121065,0.067181,-0.254765,0.067397,5,cluster2
-2.152942,0.083535,0.812367,0.318923,0.69511,0.213298,-0.141991,-1.754531,0.101672,6,cluster3
-2.464054,1.376404,-1.323566,0.066064,1.955246,-0.346321,-0.778375,-0.409412,-0.200646,6,cluster3
1.016806,-0.464007,1.440177,0.068395,-0.093275,-0.834799,-1.83865,-0.648043,-0.296773,7,cluster2
1.989051,-1.132368,0.319582,0.812579,-0.457171,-0.209031,-0.199157,-0.23674,-0.225159,7,cluster2
-1.098911,1.581941,1.497899,-0.022089,0.594178,-1.022891,0.664799,-0.843147,-0.54074,6,cluster3
2.747073,0.26703,-0.470545,0.537262,-1.679437,0.262018,-0.210796,0.243401,-0.687,7,cluster2
-0.551153,3.68377,1.430397,-1.087824,-0.281518,1.14572,-0.451732,-1.336293,0.329021,4,cluster8
0.054901,0.855849,1.149289,-0.470052,0.073977,0.001246,-0.016904,-0.637316,-0.86553,8,cluster4
2.002376,0.28711,0.828617,0.02473,-0.125971,0.175794,-0.689383,-0.126174,-0.057228,6,cluster1
1.021415,-0.044864,0.334975,-0.042479,-0.128338,-0.479851,0.279677,0.191207,-1.194513,6,cluster4
0.177041,2.754382,-2.778288,-0.908191,1.44403,0.369034,0.216987,0.105416,-0.71616,6,cluster4
-0.287847,0.274672,-2.620212,-1.100407,0.633444,-0.512875,-0.965289,-0.638144,-1.008369,5,cluster4
-0.851291,0.454118,0.126492,-0.864634,2.203253,-0.543106,0.358729,0.396627,-0.752263,4,cluster4
-3.028972,0.468735,-1.26212,0.260338,0.342044,0.324166,0.467443,-0.014822,0.072597,5,cluster3
-3.034307,-0.643153,0.050083,0.429067,-0.228148,-0.195329,0.399664,0.633144,-0.127142,7,cluster3
-1.788066,-1.311753,-1.775238,-1.643544,1.598842,-0.916395,-0.548864,-2.922113,-0.691778,3,cluster7
0.730531,-0.885456,1.186203,-0.077891,-0.948841,-0.297262,-0.564475,0.107791,-0.808592,6,cluster4
1.799706,1.90077,-1.400602,-1.548594,0.569952,0.384366,1.930507,0.32707,0.378055,6,cluster7
1.498763,-2.312714,-0.006101,-0.336114,-1.109867,0.203122,0.31457,-1.113895,0.166544,6,cluster8
-0.784277,0.17018,-1.389145,-0.220692,0.50897,-0.664693,0.20322,-0.847862,0.078787,6,cluster4
-0.830858,0.181909,-1.326514,-0.226419,0.447804,-0.684931,0.238866,-0.867882,0.095241,6,cluster4
0.164451,-0.113859,-0.176005,1.10882,-0.522921,-0.184286,-0.475953,-0.023482,-0.211914,5,cluster2
1.164968,1.118485,0.197137,0.211038,-0.233377,0.567468,-2.537719,-0.318455,0.138991,7,cluster7
-0.020873,-2.026984,0.361904,-1.219566,2.171964,-0.34346,-0.398146,-0.772758,-0.604159,5,cluster7
-2.503349,1.096161,-0.037253,0.883653,0.230175,0.191695,-0.422379,0.34796,0.171993,6,cluster3
1.207008,-0.874304,0.971486,-0.083636,-0.443721,0.195377,0.084695,-0.120184,-0.455531,5,cluster1
0.597547,-0.140939,0.094252,0.854211,-0.358684,-0.407652,-0.171389,-0.350039,-0.30696,5,cluster2
2.606898,-0.011818,-0.146837,0.349477,-0.772114,0.084284,-0.431245,-0.123319,0.034133,6,cluster2
1.009702,1.154436,0.413982,-1.077345,-0.750434,0.762994,-1.205832,-0.605581,-0.640588,5,cluster4
0.212421,1.962247,2.599531,-1.458034,0.409893,1.112247,0.811789,-0.120802,-0.009497,7,cluster7
-1.281418,-0.575353,0.783921,-0.334321,-0.53719,0.985102,-0.112835,-0.4178,-0.554763,7,cluster8
-1.073615,-0.037428,-0.112567,0.033632,-0.735518,0.541119,-0.715064,0.347198,-0.773239,6,cluster5
-1.74013,-1.232812,0.677734,0.253661,-0.666317,0.937741,-0.492033,0.224459,0.882612,6,cluster5
0.523849,0.728272,-0.763091,-1.440906,-0.698083,-0.619632,0.233953,0.834172,-1.042629,6,cluster4
-3.08002,-1.227341,-0.458068,0.746831,-0.640098,-0.746083,0.557027,0.656241,-0.095252,6,cluster3
-3.08002,-1.227341,-0.458068,0.746831,-0.640098,-0.746083,0.557027,0.656241,-0.095252,6,cluster3
0.176577,0.996877,0.541714,-2.008494,1.12124,0.707136,0.852289,0.571626,-1.611567,6,cluster7
-0.074726,0.430064,0.966272,-0.026826,0.472013,0.05252,0.488456,-0.042492,-0.15634,6,cluster8
-1.693083,1.194464,0.079323,0.805943,-0.229098,0.271804,-0.354727,0.504865,0.762038,6,cluster5
0.665378,-1.178719,-1.834734,0.707908,-0.112804,-0.020669,-1.398103,0.38049,1.069932,5,cluster2
0.151559,0.144431,-0.778852,-0.37441,-0.081505,-0.805011,1.151446,-0.619954,-0.87364,6,cluster4
3.654416,1.951506,-0.942185,0.418833,-0.454397,-0.056299,-1.240778,-0.156203,0.168055,7,cluster2
0.482236,0.554764,0.78286,-1.57744,0.262153,0.362264,-0.912117,0.734101,-1.511731,6,cluster4
1.669776,0.518882,-0.4002,-0.626978,-0.216897,0.681677,-0.18956,-0.561159,-0.707399,7,cluster4
-1.426172,-0.446684,-0.954277,-0.521277,0.339085,0.834336,0.431686,-0.360922,-0.255603,6,cluster4
-2.103513,1.985498,1.059836,0.20928,2.505574,-1.622831,0.82932,0.407169,-0.934132,5,cluster7
-0.055674,0.756762,0.199835,-0.09921,-1.078066,0.504467,-0.386563,-0.936869,-0.085609,6,cluster8
-2.724956,0.712703,0.479809,0.725258,0.953959,0.782661,-0.070292,0.431003,-0.072886,7,cluster3
-2.724956,0.712703,0.479809,0.725258,0.953959,0.782661,-0.070292,0.431003,-0.072886,7,cluster3
1.772537,1.00359,1.247433,-0.015427,-0.60434,0.083234,-0.932765,-0.483924,0.192945,6,cluster8
2.10199,-0.11501,0.837367,0.615135,-0.828989,-0.2172,-0.932536,0.104786,0.155202,6,cluster2
1.772537,1.00359,1.247433,-0.015427,-0.60434,0.083234,-0.932765,-0.483924,0.192945,6,cluster8
-2.54905,0.157322,-0.012359,0.421935,0.385953,-0.528003,-1.307169,0.144896,-0.659154,5,cluster3
-4.24254,0.649652,-0.108219,0.833043,0.694801,0.42872,0.59423,0.29688,-0.093814,5,cluster3
1.372042,-2.137271,0.299357,0.467845,0.329749,-0.377762,-0.173785,-0.705537,0.083615,5,cluster2
1.322915,-0.906073,0.964082,0.02713,-0.584856,0.176669,0.247286,-0.119989,-0.381415,5,cluster1
-1.675591,0.736507,0.953667,-0.777745,0.897307,2.346859,0.13711,0.260244,0.368184,6,cluster7
-1.969744,0.807224,-0.232472,0.687551,0.052815,-0.724143,1.263692,-0.326316,-0.613489,5,cluster3
-1.218094,0.873671,0.546822,0.310798,0.251958,0.16626,0.504768,-0.604982,0.212889,6,cluster3
-1.200098,0.867756,0.548121,0.303978,0.244838,0.167055,0.507369,-0.606816,0.208463,6,cluster3
-1.218094,0.873671,0.546822,0.310798,0.251958,0.16626,0.504768,-0.604982,0.212889,6,cluster3
-1.200098,0.867756,0.548121,0.303978,0.244838,0.167055,0.507369,-0.606816,0.208463,6,cluster3
-2.958839,-0.174256,0.200348,0.162394,0.427956,-0.417025,-0.569317,0.37035,-0.120787,5,cluster3
1.626331,0.303127,-2.020355,-0.279228,-0.996813,0.11042,0.842374,-0.571993,-0.55424,5,cluster4
-0.318458,0.043864,-2.824783,-3.450467,0.687106,-0.637997,1.738055,-0.475869,-0.216486,4,cluster7
0.61417,1.605893,-0.53324,-0.718238,1.029401,1.456956,0.420226,0.310726,-0.406077,6,cluster4
-2.93546,1.356605,-0.65375,-0.407391,2.109853,-0.564809,-1.27325,-0.241373,-0.739144,6,cluster7
-1.547569,-0.28363,-0.827562,2.107655,-0.446495,0.639816,-1.293205,0.642556,1.346989,6,cluster5
1.174044,-0.848207,-1.154729,0.375284,-0.316512,0.970685,-0.978135,0.213399,0.977056,3,cluster5
-0.816739,1.333879,-1.686181,-0.505573,0.010951,1.816401,-1.031545,-0.227409,0.671197,6,cluster7
-1.722029,-0.199798,-2.985513,-1.754374,1.661605,0.2493,0.479048,-0.014354,-0.540572,5,cluster7
-0.798109,1.403506,-1.700563,-0.503371,-0.018799,1.804133,-1.05499,-0.157687,0.632029,6,cluster7
-0.669086,-1.164786,-0.44704,-0.227932,-0.852723,0.681351,1.227742,0.81398,-0.196153,5,cluster5
-2.225223,0.381011,-0.612465,0.719457,-0.497364,0.699345,-0.1242,-0.132654,0.393718,5,cluster5
-3.015313,-0.268468,0.709737,-0.048264,0.986556,-0.711303,-1.542877,0.115582,-0.854714,5,cluster3
-2.534062,-2.542724,1.313137,-1.350947,1.907086,1.819775,-1.192118,0.387047,-0.747868,6,cluster7
0.101209,0.524667,0.648895,0.410263,-0.973687,0.700133,0.034708,-1.030879,-0.226666,7,cluster8
2.03431,-1.554238,0.315972,1.013264,0.737558,-1.327085,0.410472,0.265395,0.079098,7,cluster2
0.002983,1.695244,1.480524,0.304524,0.174543,-0.919391,0.45523,-0.269192,-0.287961,6,cluster2
1.595973,-0.461497,-0.773234,0.182613,0.021019,-0.426191,0.287068,0.15071,-0.678639,6,cluster2
-0.223974,1.240428,1.310267,-0.685686,1.244677,0.006844,0.894048,-1.044876,0.091812,6,cluster8
-1.829804,-0.062359,-0.017888,0.470505,-0.138268,-0.396238,0.642716,-0.647345,-0.446825,6,cluster3
1.56775,0.790839,1.254335,0.228605,0.509572,0.534807,0.890168,0.265667,-0.576673,6,cluster1
1.694566,2.016528,-1.542402,0.616553,1.547982,-0.10036,-0.16533,0.071816,0.30974,6,cluster2
-3.216618,-0.454429,0.6719,0.275505,1.258526,-0.947239,-1.316454,0.268423,-1.187386,4,cluster3
1.800302,0.659011,1.26589,0.625655,0.838402,-0.408184,0.190605,-0.277814,0.429826,6,cluster2
-3.216618,-0.454429,0.6719,0.275505,1.258526,-0.947239,-1.316454,0.268423,-1.187386,4,cluster3
-0.479318,-1.082247,-2.354227,-2.863206,0.353882,-0.144771,0.677004,-0.19917,-0.883282,5,cluster7
0.431368,2.863224,0.717665,-0.531316,-0.620347,0.195895,-0.511555,-1.524069,-0.059296,7,cluster8
1.512626,-1.489453,-0.406301,-0.265279,0.949713,-0.531934,-0.120271,-0.908802,0.05901,6,cluster2
2.221029,-1.199832,-0.911023,0.574294,0.002843,-0.153121,-0.618985,-0.728594,-0.115873,6,cluster2
0.750929,1.4451,-0.358681,-0.52996,-0.22656,-0.352189,-0.163814,-0.749497,-0.410715,6,cluster4
-0.541775,-0.292026,0.777754,-0.044356,-0.970775,-1.024051,0.785043,-0.170499,-1.032448,5,cluster4
-0.082211,-0.885317,1.998494,-0.06123,0.196199,-0.610567,1.240874,0.331421,-0.531438,6,cluster4
1.239769,-1.460335,-1.556072,-0.083084,-0.48278,1.239332,-1.181473,0.630781,1.3068,5,cluster7
2.724515,-2.319723,-0.030212,-0.728958,0.254824,0.921281,-0.744476,1.271247,0.427851,4,cluster1
2.679499,1.158907,-0.148483,0.485687,0.094181,-0.466648,-0.117537,-0.204859,0.594186,6,cluster2
1.817717,1.343928,1.01021,0.160234,-1.188931,0.658506,-2.194139,-0.328908,-0.129593,6,cluster4
-2.899709,-0.58913,-0.100496,0.090666,-0.26236,-0.402169,0.585772,0.416608,0.181692,6,cluster3
-3.205513,-0.961974,0.182601,0.260761,0.86469,0.216826,-0.783844,0.123359,0.050779,5,cluster3
-2.899709,-0.58913,-0.100496,0.090666,-0.26236,-0.402169,0.585772,0.416608,0.181692,6,cluster3
-1.112446,1.884214,0.800615,-0.856174,0.377259,0.524704,0.911535,-0.986644,-0.230176,6,cluster8
0.21874,1.120406,-0.26151,-0.376723,0.432086,1.411931,-1.084197,-0.73097,0.713557,4,cluster8
-3.313255,-0.225373,0.337218,0.104049,1.319477,-1.636585,-1.964661,-0.121456,-0.958461,5,cluster3
0.545753,-0.431701,1.650162,-0.922277,2.38725,-0.411637,0.71789,1.380064,0.303155,6,cluster7
0.959774,1.559329,-1.430544,-0.568217,-0.1592,-0.596362,1.088114,-0.126642,-0.397395,5,cluster4
-2.051591,-0.112136,-0.283933,-1.015682,0.844274,0.448418,1.166589,-0.267956,-0.044673,6,cluster3
-0.870231,-1.449141,-0.086368,-0.243447,-0.839382,0.768392,-0.045255,0.019521,0.71559,6,cluster5
-0.846166,1.244171,0.64225,-0.479183,0.705633,0.600653,1.089768,0.126669,-0.865725,6,cluster4
-3.189016,-0.412454,0.109135,-0.043206,0.589272,0.506414,-1.042679,1.216913,-0.745573,5,cluster3
1.271043,-0.558495,0.847806,0.698246,0.099632,-0.699061,0.450622,-0.531584,0.293181,7,cluster2
1.981614,0.345815,-0.274862,0.226606,-0.325591,-0.193232,-0.443024,-0.406043,0.230827,7,cluster2
-3.549157,-0.735416,0.761084,0.149496,1.302394,-1.57189,-1.423162,0.277818,-0.967423,5,cluster3
0.805864,1.20406,-0.543246,0.367138,-2.048347,0.432451,-0.018927,-0.371376,-0.625019,5,cluster4
-0.74398,-0.142344,-1.002694,0.474134,-0.215982,-1.020871,0.686591,-0.750146,0.208455,6,cluster2
1.115589,1.044864,0.29613,0.126422,0.0187,0.032583,-0.070097,-1.093357,0.223336,7,cluster8
0.190702,1.197231,-0.518812,0.513504,-0.595405,0.94391,-0.784365,0.448589,0.28733,8,cluster5
2.327529,-1.192509,1.311783,-0.871269,-0.068353,1.303271,0.52745,1.094316,-0.22151,7,cluster1
-1.518026,-0.024713,-0.384269,-4.941527,-1.832209,-2.738694,1.038281,0.458134,1.111398,6,cluster6
-0.888843,0.708896,-0.314543,0.334798,-0.847938,0.156824,-0.516144,-1.677279,0.428734,5,cluster8
0.437481,0.475947,-0.034859,-2.220139,0.427377,2.056084,-0.819531,-0.807878,0.887438,6,cluster7
1.990947,0.711647,0.220863,-0.643742,1.43872,0.389589,0.203351,0.489805,0.382066,8,cluster1
-2.289937,-2.375274,0.734733,0.309341,-0.794015,-0.122884,-1.612064,0.477396,-0.91331,5,cluster3
-0.229044,0.282774,0.740403,0.044404,0.754728,-1.078329,1.020173,-1.337545,0.401014,6,cluster8
-1.400015,1.07939,-0.066369,-0.68042,0.877664,0.472471,0.877082,-0.833464,-0.638455,6,cluster4
-2.758565,-0.277373,-0.479375,0.613726,-1.134334,1.127316,-1.120755,0.211624,0.346013,5,cluster5
-1.589363,1.885223,-1.078918,0.841014,-0.502831,0.147007,-0.14102,-0.24226,0.097854,5,cluster5
-1.648734,-0.292883,-0.537962,-0.594078,0.064292,1.552813,0.93093,0.191306,0.079109,5,cluster5
-1.973928,1.215825,-1.129637,0.294166,-0.808208,0.350724,-0.186876,-0.035768,-0.217359,4,cluster5
-1.912761,1.858321,0.680574,1.105102,-0.187153,-0.158849,-0.41202,0.224959,0.955932,6,cluster3
-1.255133,0.957949,-0.491177,0.228121,-0.902997,0.552894,-0.374589,-0.247451,0.104789,5,cluster5
0.721593,-0.159908,-1.203643,-0.607425,-0.135843,0.349089,0.339075,-1.174211,-0.120053,5,cluster4
-1.401006,0.838249,1.236575,0.079466,-0.568158,0.006194,-0.08193,-0.852024,0.194505,6,cluster8
0.531447,1.489391,0.733721,0.201512,-1.247794,-0.447962,0.544951,-0.807408,-0.476527,6,cluster8
-1.372945,1.146822,-0.738005,0.250814,-0.627402,-0.874201,0.356055,-0.295177,-0.744854,6,cluster3
-2.516245,1.681838,-0.961964,0.518442,-0.52414,-0.514287,-0.023612,-0.071902,-0.364059,6,cluster3
2.261438,0.944559,-0.252164,0.143877,-0.293266,0.066801,-1.685974,0.155495,0.073524,7,cluster2
0.189622,1.009048,-0.437297,0.927273,-0.069718,-1.620343,1.515027,-0.72081,-0.363916,5,cluster2
-0.239353,-1.680533,0.770475,-1.588615,0.158243,-0.773978,-1.741704,0.131176,-1.869345,5,cluster7
0.767068,0.081244,0.415744,-0.317725,-0.548041,0.886855,-0.319885,-0.198605,0.158315,7,cluster8
0.603616,0.410096,1.023378,-0.693018,-0.38331,0.812426,0.275489,-0.617669,-0.394766,4,cluster8
-3.298672,-0.32549,0.989416,0.501674,1.416025,0.120356,-0.356404,0.578097,-0.165823,5,cluster3
-2.843108,-1.983932,1.055907,-0.921808,2.102614,0.891845,-1.651467,0.061239,-0.506928,5,cluster7
3.193475,2.036286,0.768185,-0.920389,1.995984,1.103306,0.194647,0.617084,0.922131,7,cluster1
1.394326,-0.16524,-0.728052,0.063206,-0.104257,-0.517043,0.25913,0.060553,-0.85765,6,cluster4
-1.714741,1.833199,-0.496074,0.802209,-0.700651,0.280285,-0.189328,-0.186018,0.266269,5,cluster5
1.289709,-1.727921,1.015978,0.079498,1.089312,-0.353431,0.061685,-0.51517,0.475838,6,cluster2
1.289709,-1.727921,1.015978,0.079498,1.089312,-0.353431,0.061685,-0.51517,0.475838,6,cluster2
-2.063219,-0.410773,-0.804986,-0.928728,1.630524,0.733243,0.571356,-0.516687,-0.793608,6,cluster4
