@relation 'cars-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-weka.filters.supervised.attribute.NominalToBinary_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute 0.793safety=high-0.441safety=low-0.352safety=med+0.179lugboot=small-0.122lugboot=big... numeric
@attribute -0.494lugboot=small+0.485lugboot=big-0.468safety=low+0.362safety=med-0.292persons=more... numeric
@attribute 0.576safety=med+0.516lugboot=small-0.412safety=low-0.342lugboot=big+0.183persons=4... numeric
@attribute 0.763persons=4-0.578persons=2-0.185persons=more-0.171lugboot=small+0.097lugboot=big... numeric
@attribute -0.685persons=more+0.467persons=2+0.282safety=low-0.277safety=med-0.244lugboot=med... numeric
@attribute -0.754lugboot=med+0.538lugboot=big+0.234persons=more+0.216lugboot=small-0.194persons=2... numeric
@attribute 0.761buying=vhigh-0.642buying=high-0.079buying=med-0.04buying=low-0.008doors=4... numeric
@attribute -0.799maint=vhigh+0.574maint=high+0.117maint=low+0.109maint=med+0.047doors=2... numeric
@attribute '-0.628maint=high+0.6  maint=med+0.338maint=low-0.31maint=vhigh-0.122doors=4...' numeric
@attribute 0.817doors=4-0.41doors=5more-0.301doors=2-0.167buying=med-0.106doors=3... numeric
@attribute 0.593maint=low+0.482buying=med-0.374maint=med-0.305buying=high-0.272doors=2... numeric
@attribute '-0.511doors=2+0.494doors=3-0.462buying=med+0.29 buying=high-0.231maint=med...' numeric
@attribute -0.694doors=3+0.617doors=5more-0.267buying=med+0.164buying=high+0.114doors=4... numeric
@attribute 0.566doors=2+0.475maint=low-0.42maint=med-0.351doors=5more-0.281buying=med... numeric
@attribute -0.864buying=low+0.331buying=med+0.295buying=high+0.238buying=vhigh+0.011doors=5more... numeric
@attribute class {1,2,3,4}

@data
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-1.294644,0.613151,-1.669353,-0.903382,1.638956,0.808529,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.284291,-0.235994,2.705224,1.145349,0.341642,0.333908,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,1.77152,1.465915,-1.294886,-0.677466,-1.373507,-0.633564,0.111883,1.408334,0.535096,1
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
-1.294644,0.613151,-1.669353,-0.903382,1.638956,0.808529,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.765876,1.26841,-1.250515,-0.226869,-0.725756,1.687665,-1.406739,-0.109081,0.533731,1
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,1.745903,1.323538,-1.63717,1.90487,-0.575796,0.122494,0.460299,-0.180549,0.541527,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.745903,1.323538,-1.63717,1.90487,-0.575796,0.122494,0.460299,-0.180549,0.541527,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,1.745903,1.323538,-1.63717,1.90487,-0.575796,0.122494,0.460299,-0.180549,0.541527,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.745903,1.323538,-1.63717,1.90487,-0.575796,0.122494,0.460299,-0.180549,0.541527,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,1.745903,1.323538,-1.63717,1.90487,-0.575796,0.122494,0.460299,-0.180549,0.541527,1
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-0.284291,-0.235994,2.705224,1.145349,0.341642,0.333908,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,1.775726,1.371753,-1.240949,-0.927217,-0.306006,1.007516,1.619893,-0.707872,0.569732,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
-0.284291,-0.235994,2.705224,1.145349,0.341642,0.333908,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,2
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
2.077485,-1.443207,0.429053,-0.763746,-0.997477,0.913041,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,2
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,1.761194,0.393986,1.541805,-0.463238,-1.970061,-1.268961,-0.029043,0.608861,0.530392,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,2
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,2
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,1
2.077485,-1.443207,0.429053,-0.763746,-0.997477,0.913041,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,2
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,2
1.439488,0.6327,-1.391769,-0.195852,-1.412989,1.597009,1.755551,0.196481,1.586176,-0.012641,-1.32231,1.052268,-1.547665,-0.908554,0.529027,2
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.735578,0.251609,1.199521,2.119097,-1.17235,-0.512903,0.319372,-0.980021,0.536823,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.735578,0.251609,1.199521,2.119097,-1.17235,-0.512903,0.319372,-0.980021,0.536823,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.735578,0.251609,1.199521,2.119097,-1.17235,-0.512903,0.319372,-0.980021,0.536823,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.735578,0.251609,1.199521,2.119097,-1.17235,-0.512903,0.319372,-0.980021,0.536823,2
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.735578,0.251609,1.199521,2.119097,-1.17235,-0.512903,0.319372,-0.980021,0.536823,2
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,1.735578,0.251609,1.199521,2.119097,-1.17235,-0.512903,0.319372,-0.980021,0.536823,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,1
-0.284291,-0.235994,2.705224,1.145349,0.341642,0.333908,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,2
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,2
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,2
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,1
2.077485,-1.443207,0.429053,-0.763746,-0.997477,0.913041,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,2
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,1
1.439488,0.6327,-1.391769,-0.195852,-1.412989,1.597009,1.765401,0.299824,1.595742,-0.712989,-0.90256,0.372119,1.478967,-1.507345,0.565028,2
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,1.768606,0.410738,0.935044,-0.282346,0.261919,-0.33143,0.324094,2.676144,0.545092,1
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,1.768606,0.410738,0.935044,-0.282346,0.261919,-0.33143,0.324094,2.676144,0.545092,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.768606,0.410738,0.935044,-0.282346,0.261919,-0.33143,0.324094,2.676144,0.545092,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.768606,0.410738,0.935044,-0.282346,0.261919,-0.33143,0.324094,2.676144,0.545092,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.762963,0.213233,0.979416,0.168251,0.90967,1.989799,-1.194528,1.158729,0.543727,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.762963,0.213233,0.979416,0.168251,0.90967,1.989799,-1.194528,1.158729,0.543727,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.762963,0.213233,0.979416,0.168251,0.90967,1.989799,-1.194528,1.158729,0.543727,1
-0.284291,-0.235994,2.705224,1.145349,0.341642,0.333908,1.762963,0.213233,0.979416,0.168251,0.90967,1.989799,-1.194528,1.158729,0.543727,1
1.643958,0.286632,-0.330235,1.768585,-0.064202,-1.723069,1.762963,0.213233,0.979416,0.168251,0.90967,1.989799,-1.194528,1.158729,0.543727,2
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.762963,0.213233,0.979416,0.168251,0.90967,1.989799,-1.194528,1.158729,0.543727,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,1.762963,0.213233,0.979416,0.168251,0.90967,1.989799,-1.194528,1.158729,0.543727,2
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,1
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,2
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,2
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,2
1.439488,0.6327,-1.391769,-0.195852,-1.412989,1.597009,1.74299,0.268361,0.592761,2.299989,1.05963,0.424628,0.672509,1.087261,0.551523,2
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,1
-1.294644,0.613151,-1.669353,-0.903382,1.638956,0.808529,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,2
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,2
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,1.772813,0.316576,0.988982,-0.532097,1.32942,1.30965,1.832104,0.559937,0.579729,1
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
1.643958,0.286632,-0.330235,1.768585,-0.064202,-1.723069,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
2.077485,-1.443207,0.429053,-0.763746,-0.997477,0.913041,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,-1.482599,-1.669965,-0.513747,-0.581965,-1.569406,-0.481104,0.378879,1.76206,0.678714,1
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,-1.488243,-1.86747,-0.469376,-0.131368,-0.921655,1.840125,-1.139742,0.244645,0.677349,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,-1.488243,-1.86747,-0.469376,-0.131368,-0.921655,1.840125,-1.139742,0.244645,0.677349,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,-1.488243,-1.86747,-0.469376,-0.131368,-0.921655,1.840125,-1.139742,0.244645,0.677349,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,-1.488243,-1.86747,-0.469376,-0.131368,-0.921655,1.840125,-1.139742,0.244645,0.677349,1
